Country,Year,GHG Energy,GHG Fugi,GHG FC,GHG FC - Coal,GHG FC - Oil,GHG FC - Gas,CO2 MARBUNK,CO2 AVBUNK,CO2-TES,CO2-GDP,CO2-GDP PPP,CO2-POP
United Arab Emirates,2010,184.0869201,28487.69863,155.5992215,2.629475558,37.46025202,115.5002372,42.03286251,12.0699866,60.116,0.547,0.326,18.234
Yemen,2010,41.89593031,19247.85058,22.64807973,0.417972601,20.29676263,1.92524485,0.524172698,0.366723619,68.482,0.355,0.22,0.905
Canada,2011,589.1606941,48606.4439,540.5542502,87.99818259,260.5914486,189.1794516,1.619279727,9.358349629,48.358,0.369,0.36,15.514
Chile,2011,77.9325906,532.570805,77.4000198,21.54583089,44.23610333,10.23558141,1.585393129,1.32339359,53.513,0.354,0.212,4.365
Colombia,2011,89.993204,26019.10595,63.97409805,13.38168358,33.73500201,15.85398681,2.293246999,2.544781255,47.132,0.249,0.116,1.39
Costa Rica,2011,,,7.119987614,0.022508593,6.986816042,0.0,0.080898567,0.51654886,35.923,0.141,0.096,1.5
Mexico,2011,513.0867079,48886.30813,464.2003998,58.00243266,263.3859817,140.2933239,2.883793295,8.204405144,58.322,0.435,0.228,3.952
United States,2011,5496.627746,294039.868,5202.587878,1879.141664,1977.771398,1305.635281,80.24480031,65.39796135,56.038,0.308,0.308,16.436
Australia,2011,437.8666011,43643.9303,394.2226708,202.4236083,128.5823087,61.86253434,1.942441189,9.944339951,73.338,0.352,0.39,17.451
Israel,2011,68.54376993,407.6568175,68.13611311,30.554273,28.09608757,9.480924116,0.984968477,2.592575568,69.648,0.254,0.256,8.697
Japan,2011,1204.455753,5320.405925,1199.135347,409.9726035,524.1134139,241.3737399,13.28771113,18.46202489,61.354,0.282,0.241,9.3
Korea,2011,582.3059502,3939.996825,578.3659534,307.7277297,157.2854149,98.61990416,28.25472699,12.11610392,52.606,0.439,0.333,11.49
New Zealand,2011,31.36780385,1159.444033,30.20835982,5.491564132,17.79068581,6.785069039,1.097630267,2.35131333,39.702,0.191,0.196,6.748
Austria,2011,,,68.29361911,14.82640182,31.54195363,17.24916792,0.057804888,2.080077454,48.271,0.179,0.158,7.94
Belgium,2011,,,95.03027134,13.10817882,46.28160287,31.58286289,21.81281787,4.373783574,40.109,0.213,0.189,8.505
Czech Republic,2011,,,111.3513441,73.52511942,20.02518111,15.85016324,0.0,0.92234998,60.156,0.623,0.327,10.437
Denmark,2011,44.72892573,1685.75801,43.04316772,12.970953,19.15252071,8.76937017,2.216022393,2.453450971,56.019,0.146,0.159,7.55
Estonia,2011,18.39161802,57.1056018,18.33451242,13.86382425,3.112090628,1.183686525,0.598983741,0.135859219,75.23,0.866,0.516,13.555
Finland,2011,,,56.13116711,23.65426921,23.24243746,7.498766023,0.632188376,1.896966355,37.1,0.228,0.23,10.133
France,2011,334.9666081,1936.5598,333.0300483,39.05456507,197.8108239,86.04267052,8.424310243,16.70211667,30.263,0.138,0.124,4.999
Germany,2011,748.2033559,6720.947075,741.4824089,315.7108214,243.2513492,160.1663259,8.670572387,23.02493063,55.904,0.228,0.197,9.109
Greece,2011,,,83.22072177,33.48207167,41.01359616,8.216396668,8.872791512,2.213640012,73.19,0.381,0.258,7.395
Hungary,2011,,,47.52663411,10.90938538,15.05444045,20.29230658,0.0,0.713318501,42.682,0.402,0.191,4.647
Iceland,2011,,,1.897550512,0.382757565,1.513315395,0.0,0.196928576,0.411982983,7.709,0.12,0.129,5.862
Ireland,2011,,,36.07018332,8.283106214,18.28347245,9.398912359,0.333011742,2.02302106,64.477,0.166,0.149,7.76
Italy,2011,394.9413194,5361.995075,389.5793243,59.39427595,174.4558451,148.4259341,8.052666249,9.727718022,54.619,0.201,0.164,6.399
Latvia,2011,,,7.742114174,0.450963137,3.760325594,3.001757452,0.679477764,0.350493124,41.185,0.311,0.172,3.565
Lithuania,2011,,,11.92617107,0.994843652,6.549041178,4.127032103,0.453229188,0.166022949,37.676,0.316,0.156,3.806
Luxembourg,2011,,,10.68778173,0.238572404,7.845348138,2.429639221,0.0,1.20447853,60.106,0.193,0.188,20.265
Netherlands,2011,161.2454254,309.8253728,160.9356,28.46490741,53.22943658,75.83482592,47.01043423,10.50249198,49.447,0.213,0.191,9.548
Norway,2011,40.55206086,1343.728873,39.20833199,2.763379842,23.35488963,11.86861522,1.365381662,1.32403032,33.769,0.107,0.132,7.779
Poland,2011,310.9828904,1351.074625,309.6318158,214.3120816,65.75805614,25.44068307,0.539672362,1.491132448,71.711,0.706,0.33,7.87
Portugal,2011,,,48.01599197,8.87077435,27.13367942,10.63284042,1.801973804,2.739379549,49.192,0.23,0.149,4.457
Slovak Republic,2011,,,33.18174329,14.1810619,9.111768763,9.586093265,0.0,0.129129093,45.227,0.407,0.222,6.087
Slovenia,2011,15.82291724,39.0690255,15.78384821,6.126183169,7.571117172,1.723069909,0.102168135,0.070713622,50.0,0.362,0.239,7.499
Spain,2011,,,270.0195808,51.58167714,148.4008586,66.62752702,27.42161109,10.90832589,50.625,0.224,0.165,5.69
Sweden,2011,44.9731396,53.109095,44.92003051,8.534943668,30.61797471,2.505580509,5.489103209,2.2167144,20.619,0.092,0.097,4.56
Switzerland,2011,,,40.17384481,0.578198403,29.38084943,6.283047846,0.025253379,4.516440574,37.315,0.061,0.078,4.963
Republic of Türkiye,2011,,,291.2838231,132.6422413,71.37911117,85.93889097,0.475869417,3.483408429,60.965,0.421,0.18,3.869
United Kingdom,2011,451.4320596,8445.861175,442.9861985,117.3745909,159.4300107,162.9811054,9.747437476,33.44748553,55.641,0.163,0.172,6.925
Albania,2011,,,4.287602892,0.576155279,3.610369895,0.028207325,0.0,0.061489859,44.598,0.389,0.132,1.432
Armenia,2011,,,4.747004409,0,0.969451987,3.776306702,0.0,0.135277869,41.095,0.525,0.19,1.595
Azerbaijan,2011,35.72079216,9127.410785,26.59338137,0,8.873497994,17.68475994,0.246543017,1.306662572,49.168,0.558,0.205,2.874
Belarus,2011,,,57.17348169,2.337835489,17.09467571,37.19627645,0.0,0.0,46.167,1.002,0.33,5.956
Bosnia and Herzegovina,2011,,,23.66488074,18.47494561,4.592792022,0.532859181,0.0,0.01537254,78.219,1.53,0.602,6.252
Bulgaria,2011,,,49.57111039,33.62604746,10.15210421,5.441505193,0.237102279,0.507292609,61.246,1.006,0.387,6.648
Croatia,2011,,,18.55553037,2.825432389,10.47132949,4.804463586,0.075322045,0.311170891,46.854,0.355,0.182,4.192
Cyprus,2011,,,7.172685852,0.029805557,7.132857297,0.0,0.62901301,0.927026223,70.542,0.326,0.24,8.439
Georgia,2011,,,6.135391022,0.267896233,2.851714924,2.904615207,0.0,0.107607478,40.117,0.472,0.157,1.585
Gibraltar,2011,,,0.466035771,0,0.466035771,0.0,13.23288965,0.021521615,65.223,0.429,0.498,14.331
Kazakhstan,2011,302.7547395,65707.07127,237.0476683,147.2206972,36.41098412,53.39149245,0.059976581,0.485770994,72.515,1.492,0.675,14.182
Kosovo,2011,,,8.748549606,6.898197873,1.765413514,0.0,0.0,0.036893856,81.357,1.602,0.603,4.802
Kyrgyzstan,2011,,,7.332894573,3.057297975,3.710720519,0.564320073,0.0,0.156799485,52.033,1.293,0.344,1.308
Malta,2011,,,2.593298418,0,2.592660098,0.0,4.292526644,0.313598969,73.644,0.301,0.2,6.185
Republic of Moldova,2011,,,8.182507095,0.448061558,2.329968665,5.211047849,0.0,0.058592091,49.983,1.16,0.342,2.767
Montenegro,2011,,,2.620260461,1.803948609,0.754594616,0.0,0.0,0.030745079,53.905,0.663,0.265,4.09
Republic of North Macedonia,2011,,,9.299963534,6.268394994,2.700149162,0.257790064,0.0,0.012413703,69.695,1.003,0.351,4.447
Romania,2011,89.84910504,7091.3789,82.75772614,34.80763575,23.63129468,22.91576483,0.028299954,0.434927438,54.155,0.499,0.207,4.017
Russian Federation,2011,2110.151188,495491.1898,1614.659998,427.0775018,334.481684,827.587375,9.527917742,19.2371464,53.554,1.23,0.476,11.225
Serbia,2011,,,50.94368195,36.88819536,9.746744044,3.933118018,0.0,0.146604168,73.899,1.296,0.485,6.939
Tajikistan,2011,,,2.448540325,0.400515076,1.661671538,0.386353711,0.0,0.095309626,26.47,0.402,0.125,0.311
Turkmenistan,2011,162.1194636,100723.1818,61.39628184,0,17.18117365,44.21242665,0.0,1.475759908,59.837,1.568,0.737,11.393
Ukraine,2011,289.5475627,7960.219275,281.5873434,145.4577648,38.03958493,97.69170456,0.0,0.733379956,52.738,2.593,0.542,6.114
Uzbekistan,2011,148.0052704,24654.80907,123.3504614,4.573866838,11.45905687,107.3169535,0.0,0.0,63.12,1.877,0.774,4.187
Former Soviet Union (if no detail),2011,,,,,,,,,,,,
Former Yugoslavia (if no detail),2011,,,,,,,,,,,,
Algeria,2011,175.8590881,72104.493,103.7545951,0.625774964,47.18851482,55.93747089,0.807129059,1.447760524,56.711,0.709,0.247,2.816
Angola,2011,44.20807774,27391.68575,16.816392,0,13.89146123,1.440370562,0.504059754,0.876947523,30.755,0.157,0.089,0.625
Benin,2011,5.000144006,2.1448475,4.997999158,0,4.513977735,0.0,0.0,0.140311544,29.634,0.472,0.176,0.454
Botswana,2011,4.041633648,0.919757,4.040713891,1.181241347,2.69418148,0.0,0.0,0.041455745,44.386,0.314,0.137,1.785
Cameroon,2011,11.59412387,4995.74883,6.598375035,0,4.641363464,0.348569894,0.140786955,0.20090064,15.961,0.187,0.076,0.24
Congo,2011,12.53774415,10042.23024,2.495513911,0,1.83840069,0.289792429,0.0,0.156256153,22.402,0.198,0.104,0.457
Côte d'Ivoire,2011,8.738499631,1085.661011,7.65283862,0,2.917538448,3.07460982,0.037337676,0.165822679,14.999,0.186,0.079,0.276
Dem. Rep. of Congo,2011,10.10153116,2083.441016,8.018090148,0,2.348978878,0.046193025,0.0,0.462390376,2.657,0.079,0.044,0.034
Egypt,2011,208.8351422,24251.55598,184.5835863,1.887962758,101.0383628,81.24584973,1.233312856,2.515752983,55.737,0.621,0.186,2.049
Equatorial Guinea,2011,9.700452411,6594.7075,3.105744911,0,0.857433747,2.213369652,0.0,0.098855799,44.489,0.22,0.103,2.669
Eritrea,2011,0.6790453278,0.3005158,0.678744812,0,0.540298218,0.0,0.024891892,0.038266703,16.461,0.252,0.095,0.167
Kingdom of Eswatini,2011,0.967723735,0.0,0.967723735,0.189703229,0.646990127,0.0,0.0,0.003189042,17.38,0.227,0.095,0.737
Ethiopia,2011,17.64645112,3.8359375,17.64261518,0.432159071,6.399622945,0.0,0.0,1.010881283,4.665,0.156,0.059,0.074
Gabon,2011,13.63286184,10102.78447,3.530077368,0,2.293596297,0.711088094,0.592431006,0.254318294,17.414,0.25,0.125,1.682
Ghana,2011,12.41699108,842.197495,11.57479359,0,9.279909936,1.627618827,0.263099385,0.430184171,32.363,0.265,0.09,0.41
Kenya,2011,14.77051398,5.7881525,14.76472582,0.941667838,10.9298233,0.0,0.196314266,2.06002927,14.109,0.2,0.08,0.275
Libya,2011,59.03447251,22026.46045,37.00801206,0,25.73742429,11.19248835,0.258252769,0.130745018,52.237,0.876,0.311,5.9
Madagascar,2011,3.27359674,0.0,3.27359674,0.203542142,1.938118463,0.0,0.057177614,0.122980017,8.546,0.21,0.063,0.095
Mauritius,2011,,,3.692687115,1.572420775,2.100225381,0.0,0.896476905,0.77171394,65.871,0.349,0.168,2.907
Morocco,2011,51.70833987,75.2529175,51.63308696,12.04029791,36.93058685,1.695189834,0.428505033,1.795350791,65.818,0.53,0.217,1.542
Mozambique,2011,5.521136732,1132.326689,4.388810043,0,2.609445485,0.357479064,0.006417043,0.108422625,7.954,0.241,0.11,0.123
Namibia,2011,3.271099705,1.145291,3.269954414,0.012944105,3.197700301,0.0,0.0,0.095724209,45.246,0.342,0.157,1.48
Niger,2011,1.954086755,62.8751698,1.891211585,0.30076051,1.100661367,0.0,0.0,0.044644487,16.998,0.185,0.078,0.08
Nigeria,2011,203.8011712,100273.6928,103.5274784,3.567519346,40.81237258,26.70255069,1.256626082,1.224544077,11.877,0.17,0.085,0.423
Rwanda,2011,1.468136538,0.0,1.468136538,0,0.712341024,0.003184081,0.0,0.095342854,4.542,0.108,0.045,0.067
Senegal,2011,6.258986656,11.8395925,6.247147063,0.99282627,4.808525469,0.038005592,0.264575826,0.650644714,33.568,0.391,0.161,0.449
South Africa,2011,442.372255,32375.636,409.996619,336.9860813,67.49149532,4.07923429,10.13798869,4.392159034,71.422,1.259,0.575,7.717
South Sudan,2011,1.91402,1914.02,,,,,,,,,,
Sudan,2011,22.78686133,6332.00203,16.4548593,0,14.43292425,0.0,0.057753387,0.593135394,20.104,0.157,0.077,0.318
United Rep. of Tanzania,2011,13.09386153,230.575625,12.86328591,0.484356471,5.803370166,1.670172835,0.052895067,0.312406642,9.415,0.211,0.085,0.169
Togo,2011,2.348349676,1.0771668,2.347272509,0,1.923506566,0.0,0.038502258,0.207278424,14.406,0.425,0.173,0.28
Tunisia,2011,26.36372926,3661.75892,22.70197034,0.06533625,10.7896999,11.55110178,0.038233899,0.725004494,54.049,0.54,0.204,2.016
Uganda,2011,6.398217495,0.0,6.398217495,0,3.404100242,0.0,0.0,0.382667929,5.602,0.137,0.048,0.101
Zambia,2011,,,4.222392343,0.002354438,2.629583157,0.0,0.0,0.099181356,6.973,0.149,0.058,0.182
Zimbabwe,2011,,,17.44705779,11.76190908,3.343713983,0.0,0.0,0.028647049,35.588,0.925,0.498,1.143
Other Africa,2011,,,30.27046969,2.567158486,17.07859025,0.0,0.800300307,1.331690678,11.443,0.254,0.101,0.162
Bangladesh,2011,62.20896327,4302.073753,57.90688951,2.901523355,15.79023457,36.18495985,0.261364377,1.017259067,42.29,0.298,0.104,0.363
Brunei Darussalam,2011,9.085662126,2030.245078,7.055417048,0,1.907176154,5.148240893,0.304924945,0.341212184,43.242,0.52,0.259,17.446
Cambodia,2011,,,5.802961137,0.112127225,4.933942179,0.0,0.0,0.113796068,24.618,0.361,0.124,0.338
DPR of Korea,2011,,,47.23474167,44.41611259,2.683335612,0.0,0.0,0.0,78.824,1.759,0.487,1.882
India,2011,1799.356433,83688.7965,1715.667636,1164.550121,424.0187517,85.56241041,4.129950274,10.26688039,57.211,1.007,0.302,1.321
Indonesia,2011,573.3936274,103829.2882,469.5643392,169.2389773,213.185507,72.10645909,0.605653394,3.644912595,51.613,0.645,0.21,1.822
Lao People's Democratic Republic,2011,,,3.091650448,0.712330615,1.876378168,0.0,0.0,0.122324727,22.351,0.238,0.082,0.398
Malaysia,2011,207.9720638,14267.93365,193.7041301,58.8151979,75.61868513,59.19632951,0.651172339,6.112593763,60.685,0.783,0.314,6.579
Mongolia,2011,,,15.89374819,12.65710785,3.202743441,0.0,0.0,0.079722448,86.12,1.857,0.676,5.675
Myanmar,2011,,,12.21177969,1.641789058,3.575487265,3.390843398,0.009625565,0.057400055,14.653,0.191,0.052,0.17
Nepal,2011,,,7.619102975,1.436920075,3.024754115,0.0,0.0,0.283211621,9.953,0.222,0.065,0.162
Pakistan,2011,154.5624643,12447.93888,142.1145254,16.27724985,60.54685331,55.2050276,0.317215964,2.216290512,36.271,0.507,0.155,0.658
Philippines,2011,79.85735893,1313.248845,78.54411009,30.84150813,37.83162584,7.743980786,0.685749969,3.204243805,42.96,0.319,0.133,0.786
Singapore,2011,,,45.03981478,0.03340761,28.26644375,15.53254648,134.4226472,18.49562014,49.783,0.17,0.109,8.636
Sri Lanka,2011,,,15.99722414,1.422193742,13.43650648,0.0,0.919941431,0.968109269,35.31,0.216,0.072,0.719
Chinese Taipei,2011,,,273.0878289,156.2970381,76.14780513,37.61157173,5.841783512,6.565317329,54.835,0.564,0.274,11.642
Thailand,2011,237.919378,13046.76628,224.8726118,66.4302354,87.04251198,68.63914092,3.36273666,10.77210415,44.681,0.629,0.232,3.203
Viet Nam,2011,152.5268634,20329.44973,132.1974137,65.27301114,44.88501182,17.77462861,0.757891072,1.254285115,51.412,0.67,0.229,1.43
Other Asia,2011,,,26.99520405,4.497402013,20.72132914,0.77345379,0.601221639,1.437651807,31.749,0.237,0.141,0.605
People's Rep. of China,2011,9149.767868,465976.1165,8683.791751,7339.411762,1044.495556,234.1465293,29.47958794,17.49193538,75.187,1.03,0.64,6.371
"Hong Kong, China",2011,,,44.69614872,29.46613595,8.716168881,6.506542545,29.28607033,17.5644613,73.566,0.158,0.119,6.277
"China (incl. Hong Kong, China)",2011,9194.464017,465976.1165,8728.4879,7368.877897,1053.211724,240.6530719,58.76565827,35.05639668,75.179,1.002,0.626,6.37
Argentina,2011,198.2231723,25167.44095,173.0557313,7.253796726,76.27610659,89.1201036,4.364286041,2.759612435,52.993,0.269,0.2,4.149
Bolivia,2011,18.48345438,3352.391768,15.13106262,0.002643144,8.665976936,6.360733667,0.0,0.191334114,51.779,0.557,0.237,1.425
Brazil,2011,437.2615475,29426.7905,407.834757,56.82095179,288.1824503,52.32908883,13.66810269,6.429015062,34.645,0.222,0.133,1.982
Cuba,2011,27.55135588,747.943135,26.80341274,0.01412841,24.72251663,1.953117927,1.898188297,0.467153182,57.859,0.341,0.11,2.351
Curaçao,2011,,,5.515809987,0,5.515809987,0.0,6.83732999,0.25819533,60.424,1.767,1.405,23.906
Dominican Republic,2011,,,19.75680907,2.154096677,15.58298012,1.829027633,0.0,1.32339359,59.576,0.335,0.157,1.954
Ecuador,2011,43.69126426,11112.52303,32.57874124,0,31.57880751,0.883932411,2.037334407,0.424123673,56.613,0.372,0.206,2.104
El Salvador,2011,,,6.486618674,0.003036851,6.347694162,0.0,0.0,0.350779009,35.469,0.293,0.143,1.021
Guatemala,2011,,,12.88181021,1.211711367,9.612739564,0.0,0.840634811,0.181661624,24.097,0.199,0.097,0.734
Guyana,2011,1.882852721,0.0,1.882852721,0,1.85346426,0.0,0.0,0.031888919,52.379,0.477,0.238,2.462
Haiti,2011,,,3.423729419,0,2.709551436,0.0,0.0,0.054211312,16.029,0.206,0.094,0.269
Honduras,2011,,,9.568071211,0.970370823,7.931569456,0.0,0.0,0.13393376,40.534,0.481,0.229,1.021
Jamaica,2011,,,7.317988585,0.159813241,7.116653769,0.0,0.313283161,0.577190785,67.453,0.514,0.287,2.623
Nicaragua,2011,,,4.925497489,0,4.539639289,0.0,0.0,0.061435833,34.705,0.432,0.167,0.756
Panama,2011,,,9.492069476,0.581327204,8.83592674,0.0,10.55946604,1.18945983,57.983,0.224,0.121,2.522
Paraguay,2011,5.560860267,1.896,5.558964267,0.002901364,5.110484481,0.0,0.0,0.072443901,24.33,0.161,0.076,0.858
Peru,2011,49.45681659,3036.60287,46.42021372,3.352177461,26.81677169,15.2254839,0.535174538,1.718817086,53.212,0.278,0.15,1.524
Suriname,2011,,,1.954810681,0,1.937424615,0.008440175,0.0,0.137122802,49.254,0.384,0.205,3.485
Trinidad and Tobago,2011,29.63448854,7988.892715,21.64559583,0,4.20324557,17.43818203,1.182715308,0.959859013,26.111,0.893,0.594,15.171
Uruguay,2011,7.532825775,6.0025925,7.526823182,0,7.150490385,0.166348624,1.186296186,0.286693133,39.072,0.14,0.108,2.149
Venezuela,2011,360.4251397,208623.7508,151.8013889,0.818456695,107.2441912,43.58008206,1.149302002,0.42512951,53.105,0.201,0.2,5.15
Other Non-OECD Americas,2011,,,14.84930336,3.741134301,9.573368512,1.511815304,0.754433671,1.610027491,48.622,0.102,0.091,2.663
Bahrain,2011,29.54903701,3886.942776,25.66209423,0,3.689973265,21.97212097,0.086630391,1.84318432,48.079,0.963,0.479,21.087
Islamic Rep. of Iran,2011,654.7411309,142524.4862,512.2166446,3.000173328,228.5134337,280.5209639,7.082584416,3.587512541,58.212,1.194,0.44,6.652
Iraq,2011,145.7683341,52528.33513,93.23999896,0,80.67434737,12.56245766,0.510282646,2.296007871,60.87,0.658,0.316,2.849
Jordan,2011,20.21646738,260.8875,19.95557988,0,17.95863198,1.996050487,0.02836881,1.006573847,66.8,0.57,0.251,2.779
Kuwait,2011,105.9176442,25451.8072,80.46583697,0,47.83664119,32.62919578,3.298054218,2.17801872,63.045,0.761,0.481,25.437
Lebanon,2011,18.87238268,8.8408175,18.86354186,0.659336099,18.15879384,0.0,0.0,0.715482872,69.341,0.408,0.207,3.686
Oman,2011,67.59638931,18405.70016,49.19068915,0,14.08011195,35.1105772,1.804658424,1.317015806,52.991,0.756,0.389,15.231
Qatar,2011,93.58111923,30060.14791,63.52097132,0,11.42744219,52.0899677,0.0,4.588826999,56.427,0.477,0.323,35.052
Saudi Arabia,2011,511.4693996,73384.64588,438.0847537,0,305.4860162,132.5972342,9.950513062,6.406500183,51.215,0.766,0.325,14.406
Syrian Arab Republic ,2011,84.10437211,29309.6773,54.79469481,0.011702395,41.20888728,13.57334512,3.083991393,0.047833528,62.693,1.257,1.463,2.391
United Arab Emirates,2011,191.256537,31085.51443,160.1710226,1.781436167,37.84374119,120.5367331,44.74344712,12.61209943,62.548,0.527,0.314,18.569
Yemen,2011,35.16984345,15121.76765,20.0480758,0.427807292,17.72479197,1.887087612,0.457861091,0.197711898,71.399,0.36,0.223,0.777
Canada,2012,584.9301844,47159.42263,537.7707617,80.51075919,262.2941633,192.1012245,1.326394286,10.56994103,47.826,0.361,0.352,15.268
Chile,2012,80.17640947,459.5686125,79.71684086,24.77210344,44.1736317,9.01685645,0.536048056,2.130185191,49.588,0.342,0.205,4.428
Colombia,2012,91.44040509,27521.98331,63.91842179,10.63115512,35.4928611,16.77013335,3.93822133,2.791050524,48.661,0.239,0.111,1.372
Costa Rica,2012,,,7.136217344,0.010003863,7.021718132,0.0,0.024891892,0.519737602,34.736,0.135,0.092,1.484
Mexico,2012,521.9833624,54797.31205,467.1860503,50.91788416,265.7009969,146.8817261,2.89939579,8.682792666,57.237,0.423,0.222,3.931
United States,2012,5289.947463,315296.926,4974.650537,1656.127589,1916.861254,1363.085137,57.64053921,61.76261528,54.626,0.288,0.288,15.604
Australia,2012,440.6033315,45747.42838,394.8559031,198.1598715,130.4150504,64.88902123,2.539807582,10.3173716,74.267,0.34,0.377,17.175
Israel,2012,74.6877247,253.47112,74.43425358,33.84568307,35.63960744,4.944716692,1.017442305,2.506475336,75.014,0.27,0.273,9.328
Japan,2012,1244.590342,5471.07165,1239.119271,430.6166563,532.9402946,250.5959802,13.12167415,19.36279099,65.018,0.287,0.245,9.633
Korea,2012,584.1835602,4056.080625,580.1274796,300.2368667,157.6694916,106.8459142,27.50640696,12.12246764,52.166,0.43,0.326,11.463
New Zealand,2012,33.29890083,1314.74316,31.98415767,6.988666883,17.80916994,7.044391406,0.979342368,2.465856292,39.846,0.197,0.203,7.108
